|CustomerID|LastLoginDate|LoginFrequency|ServiceUsage
500|501|2023-04-15|25|Online Banking
501|502|2023-09-20|38|Mobile App
502|503|2023-12-07|25|Website
503|504|2023-11-04|48|Mobile App
504|505|2023-06-23|22|Mobile App
505|506|2023-08-10|1|Online Banking
506|507|2023-10-15|25|Online Banking
507|508|2023-10-21|33|Online Banking
508|509|2023-08-08|22|Website
509|510|2023-07-04|31|Mobile App
510|511|2023-02-12|19|Online Banking
511|512|2023-08-02|48|Mobile App
512|513|2023-06-18|18|Online Banking
513|514|2023-07-23|1|Mobile App
514|515|2023-01-06|19|Online Banking
515|516|2023-12-28|14|Mobile App
516|517|2023-01-11|11|Online Banking
517|518|2023-09-25|8|Mobile App
518|519|2023-06-09|18|Mobile App
519|520|2023-07-16|9|Mobile App
520|521|2023-02-09|43|Website
521|522|2023-09-15|28|Website
522|523|2023-08-22|11|Mobile App
523|524|2023-10-30|49|Online Banking
524|525|2023-12-07|41|Website
525|526|2023-02-14|30|Online Banking
526|527|2023-12-28|44|Online Banking
527|528|2023-05-16|27|Online Banking
528|529|2023-05-18|26|Online Banking
529|530|2023-12-06|49|Mobile App
530|531|2023-11-09|12|Online Banking
531|532|2023-10-22|38|Website
532|533|2023-10-29|27|Mobile App
533|534|2023-08-16|37|Mobile App
534|535|2023-06-26|17|Mobile App
535|536|2023-11-10|46|Mobile App
536|537|2023-05-27|9|Online Banking
537|538|2023-06-13|6|Online Banking
538|539|2023-09-22|13|Mobile App
539|540|2023-01-17|6|Online Banking
540|541|2023-09-22|38|Mobile App
541|542|2023-07-07|4|Mobile App
542|543|2023-08-25|16|Online Banking
543|544|2023-02-21|36|Website
544|545|2023-10-08|43|Website
545|546|2023-02-10|14|Online Banking
546|547|2023-01-22|29|Website
547|548|2023-11-29|24|Website
548|549|2023-09-02|39|Mobile App
549|550|2023-12-30|39|Online Banking
550|551|2023-01-03|45|Mobile App
551|552|2023-02-05|25|Website
552|553|2023-11-24|46|Website
553|554|2023-09-25|46|Mobile App
554|555|2023-11-09|3|Website
555|556|2023-02-09|42|Online Banking
556|557|2023-12-02|27|Online Banking
557|558|2023-10-24|12|Online Banking
558|559|2023-08-15|43|Website
559|560|2023-12-20|2|Mobile App
560|561|2023-10-22|38|Online Banking
561|562|2023-05-13|26|Online Banking
562|563|2023-06-12|29|Mobile App
563|564|2023-06-06|45|Online Banking
564|565|2023-04-22|30|Website
565|566|2023-06-15|38|Online Banking
566|567|2023-11-27|41|Online Banking
567|568|2023-08-16|32|Online Banking
568|569|2023-11-22|38|Online Banking
569|570|2023-08-04|21|Mobile App
570|571|2023-04-25|8|Website
571|572|2023-01-26|6|Website
572|573|2023-01-23|4|Website
573|574|2023-04-01|17|Mobile App
574|575|2023-07-10|21|Mobile App
575|576|2023-12-21|4|Website
576|577|2023-04-25|35|Website
577|578|2023-04-23|30|Mobile App
578|579|2023-05-23|27|Online Banking
579|580|2023-12-01|12|Website
580|581|2023-03-25|48|Mobile App
581|582|2023-10-18|20|Online Banking
582|583|2023-02-15|40|Online Banking
583|584|2023-11-07|44|Online Banking
584|585|2023-04-08|41|Online Banking
585|586|2023-11-14|33|Online Banking
586|587|2023-04-01|10|Website
587|588|2023-11-21|5|Mobile App
588|589|2023-04-20|11|Mobile App
589|590|2023-10-14|21|Mobile App
590|591|2023-04-23|20|Online Banking
591|592|2023-02-03|44|Mobile App
592|593|2023-01-04|9|Online Banking
593|594|2023-06-09|30|Mobile App
594|595|2023-04-23|48|Online Banking
595|596|2023-06-07|4|Mobile App
596|597|2023-10-17|9|Website
597|598|2023-07-09|40|Online Banking
598|599|2023-12-16|3|Website
599|600|2023-11-22|38|Online Banking
600|601|2023-09-11|25|Website
601|602|2023-05-13|37|Mobile App
602|603|2023-06-16|30|Mobile App
603|604|2023-05-06|31|Website
604|605|2023-01-13|17|Mobile App
605|606|2023-10-03|10|Website
606|607|2023-01-16|8|Mobile App
607|608|2023-01-14|2|Mobile App
608|609|2023-12-21|32|Website
609|610|2023-12-07|11|Mobile App
610|611|2023-10-11|10|Online Banking
611|612|2023-12-17|41|Online Banking
612|613|2023-08-26|32|Online Banking
613|614|2023-03-25|24|Mobile App
614|615|2023-08-11|7|Online Banking
615|616|2023-08-14|29|Online Banking
616|617|2023-01-22|2|Online Banking
617|618|2023-11-20|16|Mobile App
618|619|2023-04-27|31|Online Banking
619|620|2023-02-25|12|Online Banking
620|621|2023-08-15|32|Online Banking
621|622|2023-10-01|47|Online Banking
622|623|2023-04-12|41|Online Banking
623|624|2023-11-19|18|Website
624|625|2023-08-03|3|Mobile App
625|626|2023-02-27|16|Website
626|627|2023-11-16|49|Website
627|628|2023-01-16|42|Website
628|629|2023-01-07|18|Online Banking
629|630|2023-08-17|44|Website
630|631|2023-07-23|15|Website
631|632|2023-11-28|41|Online Banking
632|633|2023-11-04|37|Online Banking
633|634|2023-04-21|23|Mobile App
634|635|2023-12-10|26|Online Banking
635|636|2023-09-27|7|Online Banking
636|637|2023-04-26|48|Online Banking
637|638|2023-04-30|21|Website
638|639|2023-03-30|29|Website
639|640|2023-11-24|45|Website
640|641|2023-06-15|7|Online Banking
641|642|2023-08-15|6|Online Banking
642|643|2023-09-17|27|Online Banking
643|644|2023-09-11|43|Mobile App
644|645|2023-06-28|46|Website
645|646|2023-02-23|17|Website
646|647|2023-03-11|24|Mobile App
647|648|2023-08-11|28|Website
648|649|2023-07-01|26|Website
649|650|2023-08-30|38|Online Banking
650|651|2023-05-17|26|Online Banking
651|652|2023-05-18|40|Website
652|653|2023-03-30|1|Mobile App
653|654|2023-02-19|19|Mobile App
654|655|2023-01-31|26|Mobile App
655|656|2023-07-10|35|Mobile App
656|657|2023-12-07|16|Online Banking
657|658|2023-06-25|13|Mobile App
658|659|2023-09-25|10|Website
659|660|2023-08-13|8|Mobile App
660|661|2023-10-12|27|Mobile App
661|662|2023-09-01|26|Mobile App
662|663|2023-04-12|3|Mobile App
663|664|2023-08-24|45|Online Banking
664|665|2023-06-15|36|Online Banking
665|666|2023-10-22|41|Online Banking
666|667|2023-10-19|8|Online Banking
667|668|2023-06-03|32|Website
668|669|2023-11-06|19|Website
669|670|2023-04-02|12|Online Banking
670|671|2023-02-28|45|Online Banking
671|672|2023-04-01|45|Mobile App
672|673|2023-07-02|13|Mobile App
673|674|2023-01-23|44|Online Banking
674|675|2023-06-07|48|Online Banking
675|676|2023-11-16|45|Mobile App
676|677|2023-07-05|7|Website
677|678|2023-04-22|47|Online Banking
678|679|2023-08-31|47|Website
679|680|2023-12-24|16|Website
680|681|2023-06-22|32|Mobile App
681|682|2023-09-14|9|Mobile App
682|683|2023-08-19|26|Online Banking
683|684|2023-07-24|48|Mobile App
684|685|2023-07-27|40|Website
685|686|2023-07-29|47|Website
686|687|2023-11-24|20|Online Banking
687|688|2023-10-05|6|Website
688|689|2023-01-24|11|Mobile App
689|690|2023-12-22|29|Online Banking
690|691|2023-01-11|7|Mobile App
691|692|2023-06-24|29|Website
692|693|2023-10-01|43|Mobile App
693|694|2023-01-12|4|Online Banking
694|695|2023-02-09|24|Mobile App
695|696|2023-02-10|3|Website
696|697|2023-07-11|12|Online Banking
697|698|2023-07-03|35|Website
698|699|2023-02-14|8|Mobile App
699|700|2023-12-18|38|Online Banking
700|701|2023-01-18|41|Online Banking
701|702|2023-12-31|38|Mobile App
702|703|2023-09-16|15|Mobile App
703|704|2023-11-03|5|Website
704|705|2023-05-16|40|Website
705|706|2023-03-27|16|Online Banking
706|707|2023-01-02|46|Online Banking
707|708|2023-09-29|28|Website
708|709|2023-07-21|13|Mobile App
709|710|2023-04-29|41|Website
710|711|2023-02-26|11|Website
711|712|2023-11-30|37|Mobile App
712|713|2023-03-12|3|Website
713|714|2023-09-08|8|Mobile App
714|715|2023-06-02|38|Online Banking
715|716|2023-01-11|47|Mobile App
716|717|2023-05-03|34|Website
717|718|2023-07-12|38|Mobile App
718|719|2023-12-16|42|Online Banking
719|720|2023-01-30|24|Website
720|721|2023-04-28|18|Website
721|722|2023-04-03|25|Website
722|723|2023-06-02|13|Website
723|724|2023-10-24|39|Website
724|725|2023-10-14|22|Mobile App
725|726|2023-08-29|30|Online Banking
726|727|2023-08-13|30|Mobile App
727|728|2023-05-05|37|Website
728|729|2023-02-09|45|Mobile App
729|730|2023-12-20|43|Website
730|731|2023-12-20|15|Online Banking
731|732|2023-12-16|35|Mobile App
732|733|2023-01-15|6|Online Banking
733|734|2023-09-04|11|Mobile App
734|735|2023-10-05|28|Website
735|736|2023-03-03|30|Website
736|737|2023-05-13|16|Mobile App
737|738|2023-05-25|28|Mobile App
738|739|2023-10-07|25|Online Banking
739|740|2023-05-27|48|Online Banking
740|741|2023-06-22|30|Website
741|742|2023-03-30|45|Online Banking
742|743|2023-07-28|14|Online Banking
743|744|2023-06-09|27|Website
744|745|2023-06-10|48|Website
745|746|2023-12-18|30|Mobile App
746|747|2023-12-02|10|Online Banking
747|748|2023-02-06|20|Mobile App
748|749|2023-02-26|44|Online Banking
749|750|2023-08-21|7|Website
750|751|2023-08-24|34|Website
751|752|2023-12-07|27|Website
752|753|2023-06-26|23|Online Banking
753|754|2023-11-04|46|Website
754|755|2023-02-19|45|Website
755|756|2023-08-09|25|Mobile App
756|757|2023-09-06|28|Mobile App
757|758|2023-08-07|18|Online Banking
758|759|2023-03-12|13|Website
759|760|2023-01-30|13|Online Banking
760|761|2023-01-07|45|Online Banking
761|762|2023-11-06|34|Mobile App
762|763|2023-04-28|14|Mobile App
763|764|2023-02-15|28|Mobile App
764|765|2023-12-07|13|Online Banking
765|766|2023-07-09|34|Website
766|767|2023-08-10|5|Mobile App
767|768|2023-08-22|40|Mobile App
768|769|2023-05-26|10|Mobile App
769|770|2023-01-30|36|Website
770|771|2023-04-13|6|Online Banking
771|772|2023-04-30|21|Online Banking
772|773|2023-07-07|35|Website
773|774|2023-11-24|16|Online Banking
774|775|2023-08-01|20|Website
775|776|2023-08-06|31|Mobile App
776|777|2023-09-22|5|Website
777|778|2023-07-24|6|Online Banking
778|779|2023-07-17|2|Mobile App
779|780|2023-10-19|39|Mobile App
780|781|2023-01-28|22|Mobile App
781|782|2023-09-07|11|Mobile App
782|783|2023-08-10|15|Website
783|784|2023-08-09|13|Online Banking
784|785|2023-10-08|33|Online Banking
785|786|2023-09-10|46|Mobile App
786|787|2023-05-10|14|Website
787|788|2023-08-20|39|Online Banking
788|789|2023-09-20|2|Website
789|790|2023-04-28|10|Website
790|791|2023-12-21|42|Website
791|792|2023-08-06|30|Online Banking
792|793|2023-10-14|32|Website
793|794|2023-05-23|9|Website
794|795|2023-12-31|48|Online Banking
795|796|2023-02-09|16|Website
796|797|2023-12-29|39|Website
797|798|2023-05-27|5|Mobile App
798|799|2023-01-03|46|Mobile App
799|800|2023-05-28|15|Online Banking
800|801|2023-09-05|4|Website
801|802|2023-09-07|24|Mobile App
802|803|2023-11-14|25|Website
803|804|2023-12-19|37|Website
804|805|2023-01-17|24|Website
805|806|2023-08-20|42|Online Banking
806|807|2023-02-28|13|Mobile App
807|808|2023-08-18|20|Online Banking
808|809|2023-02-10|5|Mobile App
809|810|2023-02-17|20|Online Banking
810|811|2023-04-08|18|Online Banking
811|812|2023-03-09|39|Mobile App
812|813|2023-12-08|49|Website
813|814|2023-05-22|3|Online Banking
814|815|2023-08-21|44|Online Banking
815|816|2023-10-20|31|Online Banking
816|817|2023-12-17|30|Website
817|818|2023-03-23|41|Online Banking
818|819|2023-05-06|24|Website
819|820|2023-09-08|5|Online Banking
820|821|2023-06-19|20|Mobile App
821|822|2023-01-29|24|Mobile App
822|823|2023-12-31|17|Online Banking
823|824|2023-02-04|8|Online Banking
824|825|2023-11-11|21|Website
825|826|2023-07-18|14|Mobile App
826|827|2023-10-09|38|Online Banking
827|828|2023-10-12|32|Online Banking
828|829|2023-06-13|36|Online Banking
829|830|2023-07-17|40|Website
830|831|2023-09-03|4|Mobile App
831|832|2023-08-22|21|Website
832|833|2023-09-14|25|Mobile App
833|834|2023-11-21|45|Mobile App
834|835|2023-07-21|1|Mobile App
835|836|2023-06-06|47|Mobile App
836|837|2023-08-26|13|Website
837|838|2023-01-03|16|Online Banking
838|839|2023-06-28|29|Mobile App
839|840|2023-06-24|39|Mobile App
840|841|2023-08-04|29|Website
841|842|2023-03-29|12|Mobile App
842|843|2023-02-07|31|Website
843|844|2023-10-31|20|Mobile App
844|845|2023-02-18|35|Online Banking
845|846|2023-09-19|41|Mobile App
846|847|2023-11-22|28|Online Banking
847|848|2023-01-03|35|Mobile App
848|849|2023-01-20|29|Website
849|850|2023-08-20|44|Mobile App
850|851|2023-01-29|39|Online Banking
851|852|2023-09-23|29|Mobile App
852|853|2023-12-01|34|Website
853|854|2023-07-12|10|Mobile App
854|855|2023-09-25|37|Online Banking
855|856|2023-05-18|48|Website
856|857|2023-07-10|7|Mobile App
857|858|2023-08-08|9|Website
858|859|2023-07-24|16|Website
859|860|2023-05-27|21|Mobile App
860|861|2023-05-16|14|Website
861|862|2023-03-07|2|Online Banking
862|863|2023-10-14|26|Online Banking
863|864|2023-03-20|34|Website
864|865|2023-06-10|47|Mobile App
865|866|2023-12-26|49|Website
866|867|2023-12-20|18|Website
867|868|2023-07-22|12|Website
868|869|2023-12-15|19|Online Banking
869|870|2023-01-18|36|Website
870|871|2023-09-16|38|Online Banking
871|872|2023-04-30|16|Website
872|873|2023-10-20|46|Website
873|874|2023-12-29|8|Mobile App
874|875|2023-12-02|9|Website
875|876|2023-09-20|4|Online Banking
876|877|2023-05-31|36|Website
877|878|2023-08-05|47|Website
878|879|2023-07-11|38|Online Banking
879|880|2023-11-10|49|Online Banking
880|881|2023-04-01|49|Website
881|882|2023-09-10|45|Website
882|883|2023-10-15|4|Website
883|884|2023-10-05|8|Online Banking
884|885|2023-01-09|43|Mobile App
885|886|2023-08-21|7|Mobile App
886|887|2023-03-11|3|Website
887|888|2023-09-04|1|Online Banking
888|889|2023-01-26|4|Mobile App
889|890|2023-03-01|1|Mobile App
890|891|2023-03-15|46|Website
891|892|2023-01-16|42|Mobile App
892|893|2023-10-14|38|Mobile App
893|894|2023-08-21|37|Mobile App
894|895|2023-09-26|12|Mobile App
895|896|2023-11-22|42|Online Banking
896|897|2023-08-21|10|Mobile App
897|898|2023-01-09|47|Online Banking
898|899|2023-12-16|1|Website
899|900|2023-03-23|2|Online Banking
900|901|2023-01-14|12|Website
901|902|2023-09-17|39|Online Banking
902|903|2023-06-22|48|Mobile App
903|904|2023-11-24|36|Mobile App
904|905|2023-11-27|7|Online Banking
905|906|2023-04-03|38|Website
906|907|2023-06-07|25|Website
907|908|2023-12-06|3|Website
908|909|2023-02-02|27|Online Banking
909|910|2023-08-16|24|Online Banking
910|911|2023-02-27|27|Mobile App
911|912|2023-07-30|6|Mobile App
912|913|2023-09-17|25|Mobile App
913|914|2023-07-31|43|Website
914|915|2023-06-22|31|Online Banking
915|916|2023-08-31|44|Mobile App
916|917|2023-05-10|9|Mobile App
917|918|2023-10-11|39|Mobile App
918|919|2023-12-14|29|Website
919|920|2023-10-08|14|Mobile App
920|921|2023-11-05|36|Online Banking
921|922|2023-08-10|29|Website
922|923|2023-02-10|43|Website
923|924|2023-03-25|41|Website
924|925|2023-01-20|38|Mobile App
925|926|2023-05-03|22|Online Banking
926|927|2023-06-06|12|Mobile App
927|928|2023-05-21|40|Website
928|929|2023-02-16|49|Online Banking
929|930|2023-08-10|26|Website
930|931|2023-03-10|46|Mobile App
931|932|2023-06-05|28|Online Banking
932|933|2023-04-29|21|Website
933|934|2023-11-14|27|Mobile App
934|935|2023-10-28|33|Website
935|936|2023-07-28|29|Mobile App
936|937|2023-03-30|24|Mobile App
937|938|2023-06-19|32|Website
938|939|2023-11-22|6|Website
939|940|2023-04-04|27|Mobile App
940|941|2023-09-22|16|Website
941|942|2023-06-13|36|Online Banking
942|943|2023-03-19|47|Website
943|944|2023-06-04|30|Website
944|945|2023-07-20|15|Website
945|946|2023-11-13|8|Mobile App
946|947|2023-05-06|31|Website
947|948|2023-02-12|9|Mobile App
948|949|2023-06-12|42|Online Banking
949|950|2023-04-22|21|Online Banking
950|951|2023-11-08|39|Online Banking
951|952|2023-03-20|39|Website
952|953|2023-10-21|43|Website
953|954|2023-07-20|20|Online Banking
954|955|2023-12-08|26|Website
955|956|2023-10-20|38|Online Banking
956|957|2023-06-01|43|Mobile App
957|958|2023-05-21|14|Online Banking
958|959|2023-11-17|48|Online Banking
959|960|2023-02-10|41|Online Banking
960|961|2023-05-01|21|Mobile App
961|962|2023-04-04|19|Online Banking
962|963|2023-09-17|14|Online Banking
963|964|2023-03-13|9|Online Banking
964|965|2023-07-11|42|Mobile App
965|966|2023-05-16|4|Mobile App
966|967|2023-04-28|23|Online Banking
967|968|2023-01-17|22|Online Banking
968|969|2023-04-25|20|Online Banking
969|970|2023-03-22|19|Website
970|971|2023-10-17|19|Mobile App
971|972|2023-10-26|23|Mobile App
972|973|2023-10-18|31|Website
973|974|2023-09-12|46|Mobile App
974|975|2023-09-14|19|Mobile App
975|976|2023-02-17|44|Online Banking
976|977|2023-02-08|20|Online Banking
977|978|2023-09-14|26|Mobile App
978|979|2023-05-18|6|Website
979|980|2023-05-04|28|Online Banking
980|981|2023-09-23|41|Website
981|982|2023-06-20|4|Mobile App
982|983|2023-05-09|49|Mobile App
983|984|2023-05-01|44|Website
984|985|2023-03-04|9|Website
985|986|2023-11-08|49|Online Banking
986|987|2023-06-08|14|Mobile App
987|988|2023-02-14|31|Website
988|989|2023-07-26|29|Website
989|990|2023-06-07|49|Mobile App
990|991|2023-09-17|22|Website
991|992|2023-03-26|9|Website
992|993|2023-12-27|11|Website
993|994|2023-07-23|25|Mobile App
994|995|2023-07-31|34|Website
995|996|2023-01-29|38|Mobile App
996|997|2023-04-01|5|Mobile App
997|998|2023-07-10|47|Website
998|999|2023-01-08|23|Website
999|1000|2023-08-13|22|Mobile App
